From	To	Species	Gene Name
ENSTGUG00000011905	100222489	Taeniopygia guttata	discoidin, CUB and LCCL domain containing 1(DCBLD1)
ENSTGUG00000011904	100220433	Taeniopygia guttata	zinc finger E-box binding homeobox 2(ZEB2)
ENSTGUG00000011903	100228219	Taeniopygia guttata	ALG5 dolichyl-phosphate beta-glucosyltransferase(ALG5)
ENSTGUG00000011902	100221338	Taeniopygia guttata	glycosyltransferase like domain containing 1(GTDC1)
ENSTGUG00000011901	100225386	Taeniopygia guttata	golgi associated PDZ and coiled-coil motif containing(GOPC)
ENSTGUG00000011900	100224793	Taeniopygia guttata	Rho GTPase activating protein 5(ARHGAP5)
ENSTGUG00000002188	100221012	Taeniopygia guttata	coenzyme Q2, polyprenyltransferase(COQ2)
ENSTGUG00000002194	100222874	Taeniopygia guttata	solute carrier family 22 member 23(SLC22A23)
ENSTGUG00000002195	100223291	Taeniopygia guttata	tRNA methyltransferase 6 non-catalytic subunit(TRMT6)
ENSTGUG00000002198	100227819	Taeniopygia guttata	nudix hydrolase 5(NUDT5)
ENSTGUG00000002197	100222276	Taeniopygia guttata	complement C7(C7)
ENSTGUG00000011929	100218492	Taeniopygia guttata	origin recognition complex subunit 4(ORC4)
ENSTGUG00000011928	100220487	Taeniopygia guttata	karyopherin subunit alpha 5(KPNA5)
ENSTGUG00000009607	100229363	Taeniopygia guttata	phosphoinositide kinase, FYVE-type zinc finger containing(PIKFYVE)
ENSTGUG00000009606	100218992	Taeniopygia guttata	phosphatidylinositol 4-kinase type 2 alpha(PI4K2A)
ENSTGUG00000009609	100222428	Taeniopygia guttata	ubiquitin like modifier activating enzyme 2(UBA2)
ENSTGUG00000009608	100232117	Taeniopygia guttata	cytoglobin(LOC100232117)
ENSTGUG00000009604	100224676	Taeniopygia guttata	leucine rich repeats and immunoglobulin like domains 1(LRIG1)
ENSTGUG00000009610	100224007	Taeniopygia guttata	rubicon autophagy regulator(RUBCN)
ENSTGUG00000009612	115496689	Taeniopygia guttata	fem-1 homolog B(FEM1B)
ENSTGUG00000009611	100219933	Taeniopygia guttata	calcium binding protein 1(CABP1)
ENSTGUG00000011926	100225013	Taeniopygia guttata	integrator complex subunit 8(INTS8)
ENSTGUG00000011925	100232130	Taeniopygia guttata	G protein-coupled receptor class C group 6 member A(GPRC6A)
ENSTGUG00000011924	100219627	Taeniopygia guttata	regulatory factor X6(RFX6)
ENSTGUG00000011923	100227807	Taeniopygia guttata	sorting nexin 6(SNX6)
ENSTGUG00000011922	100220500	Taeniopygia guttata	vestigial like family member 2(VGLL2)
ENSTGUG00000011921	100227924	Taeniopygia guttata	neural-cadherin-like(LOC100227924)
ENSTGUG00000011920	100229123	Taeniopygia guttata	SPT20 homolog, SAGA complex component(SUPT20H)
ENSTGUG00000014190	100230524	Taeniopygia guttata	cyclin dependent kinase 7(CDK7)
ENSTGUG00000014189	100190441	Taeniopygia guttata	SEC11 homolog A, signal peptidase complex subunit(SEC11A)
ENSTGUG00000011916	100224301	Taeniopygia guttata	activin A receptor type 2A(ACVR2A)
ENSTGUG00000011914	100228828	Taeniopygia guttata	von Willebrand factor(VWF)
ENSTGUG00000011912	100225822	Taeniopygia guttata	neuronal PAS domain protein 3(NPAS3)
ENSTGUG00000011910	100230739	Taeniopygia guttata	dpy-19 like 4(DPY19L4)
ENSTGUG00000009628	100222849	Taeniopygia guttata	unc-119 lipid binding chaperone B(UNC119B)
ENSTGUG00000009624	100231472	Taeniopygia guttata	4-hydroxy-2-oxoglutarate aldolase 1(HOGA1)
ENSTGUG00000009627	100231267	Taeniopygia guttata	kelch repeat and BTB domain containing 8(KBTBD8)
ENSTGUG00000009626	100225286	Taeniopygia guttata	fatty acyl-CoA hydrolase precursor, medium chain(LOC100225286)
ENSTGUG00000011941	100224361	Taeniopygia guttata	calcium homeostasis modulator family member 6(CALHM6)
ENSTGUG00000009632	100223111	Taeniopygia guttata	AFG3 like matrix AAA peptidase subunit 2(AFG3L2)
ENSTGUG00000010610	100229422	Taeniopygia guttata	structural maintenance of chromosomes 3(SMC3)
ENSTGUG00000008300	100219818	Taeniopygia guttata	ankyrin repeat domain 22(ANKRD22)
ENSTGUG00000011940	100230069	Taeniopygia guttata	calcium homeostasis modulator family member 5(CALHM5)
ENSTGUG00000009631	100231377	Taeniopygia guttata	LIM zinc finger domain containing 1(LIMS1)
ENSTGUG00000009634	100232428	Taeniopygia guttata	acyl-CoA dehydrogenase short chain(ACADS)
ENSTGUG00000008302	100229255	Taeniopygia guttata	aggrecan(ACAN)
ENSTGUG00000009633	100229530	Taeniopygia guttata	mucin 6, oligomeric mucus/gel-forming(MUC6)
ENSTGUG00000008303	100231972	Taeniopygia guttata	DExD-box helicase 52(DDX52)
ENSTGUG00000011949	100232621	Taeniopygia guttata	NADH:ubiquinone oxidoreductase complex assembly factor 6(NDUFAF6)
ENSTGUG00000010618	100230646	Taeniopygia guttata	carbohydrate sulfotransferase 9(CHST9)
ENSTGUG00000011947	100229157	Taeniopygia guttata	transient receptor potential cation channel subfamily C member 4(TRPC4)
ENSTGUG00000010616	100217633	Taeniopygia guttata	cytohesin 4(CYTH4)
ENSTGUG00000011946	100224373	Taeniopygia guttata	5'-nucleotidase domain containing 1(NT5DC1)
ENSTGUG00000010615	105758587	Taeniopygia guttata	extracellular leucine rich repeat and fibronectin type III domain containing 2(ELFN2)
ENSTGUG00000011945	100225763	Taeniopygia guttata	signal recognition particle 54(SRP54)
ENSTGUG00000010614	100217963	Taeniopygia guttata	jade family PHD finger 3(JADE3)
ENSTGUG00000010614	100217989	Taeniopygia guttata	RP2 activator of ARL3 GTPase(RP2)
ENSTGUG00000011944	100228122	Taeniopygia guttata	enhancer of polycomb homolog 2(EPC2)
ENSTGUG00000010613	100227199	Taeniopygia guttata	post-GPI attachment to proteins inositol deacylase 1(PGAP1)
ENSTGUG00000011943	100227259	Taeniopygia guttata	dermatan sulfate epimerase(DSE)
ENSTGUG00000010612	100231397	Taeniopygia guttata	transforming acidic coiled-coil containing protein 3(TACC3)
ENSTGUG00000011942	100232496	Taeniopygia guttata	uncharacterized LOC100232496(LOC100232496)
ENSTGUG00000011939	100230961	Taeniopygia guttata	methyl-CpG binding domain protein 5(MBD5)
ENSTGUG00000010608	100217680	Taeniopygia guttata	purinergic receptor P2X 6(P2RX6)
ENSTGUG00000009617	100222207	Taeniopygia guttata	complement C8 beta chain(C8B)
ENSTGUG00000009619	100219565	Taeniopygia guttata	programmed cell death 2 like(PDCD2L)
ENSTGUG00000009614	100221278	Taeniopygia guttata	integrin subunit alpha 11(ITGA11)
ENSTGUG00000009616	100227596	Taeniopygia guttata	MORN repeat containing 4(MORN4)
ENSTGUG00000009615	100230678	Taeniopygia guttata	PRELI domain containing 3A(PRELID3A)
ENSTGUG00000011930	100217597	Taeniopygia guttata	zinc finger containing ubiquitin peptidase 1(ZUP1)
ENSTGUG00000009622	100229195	Taeniopygia guttata	DNA polymerase delta interacting protein 3(POLDIP3)
ENSTGUG00000011938	100225970	Taeniopygia guttata	anoctamin-2(LOC100225970)
ENSTGUG00000010607	100230966	Taeniopygia guttata	FYVE, RhoGEF and PH domain containing 5(FGD5)
ENSTGUG00000011937	100227244	Taeniopygia guttata	trafficking protein particle complex subunit 3L(TRAPPC3L)
ENSTGUG00000010606	100221174	Taeniopygia guttata	potassium channel tetramerization domain containing 1(KCTD1)
ENSTGUG00000011936	105759030	Taeniopygia guttata	cyclin E2(CCNE2)
ENSTGUG00000010605	100232367	Taeniopygia guttata	dual specificity phosphatase 5(DUSP5)
ENSTGUG00000010604	100220570	Taeniopygia guttata	solute carrier family 7 member 4(SLC7A4)
ENSTGUG00000011934	100228641	Taeniopygia guttata	bromodomain adjacent to zinc finger domain 1A(BAZ1A)
ENSTGUG00000010603	100225765	Taeniopygia guttata	autophagy related 13(ATG13)
ENSTGUG00000011933	100223425	Taeniopygia guttata	periostin(POSTN)
ENSTGUG00000010602	100222110	Taeniopygia guttata	peroxisomal biogenesis factor 5 like(PEX5L)
ENSTGUG00000011932	100217610	Taeniopygia guttata	RWD domain containing 1(RWDD1)
ENSTGUG00000011931	100231500	Taeniopygia guttata	cofilin 2(CFL2)
ENSTGUG00000010600	100224103	Taeniopygia guttata	TATA-box binding protein associated factor 4b(TAF4B)
ENSTGUG00000002218	100217506	Taeniopygia guttata	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)
ENSTGUG00000003549	100220300	Taeniopygia guttata	electron transfer flavoprotein subunit alpha(ETFA)
ENSTGUG00000016861	100222320	Taeniopygia guttata	alcohol dehydrogenase 1(LOC100222320)
ENSTGUG00000002211	116809195	Taeniopygia guttata	zinc finger MYND-type containing 12(ZMYND12)
ENSTGUG00000003543	100226395	Taeniopygia guttata	serine incorporator 5(SERINC5)
ENSTGUG00000002210	100225250	Taeniopygia guttata	cardiolipin synthase 1(CRLS1)
ENSTGUG00000004875	100219686	Taeniopygia guttata	lysine demethylase 4C(KDM4C)
ENSTGUG00000003544	100225435	Taeniopygia guttata	leucine rich repeat containing 3B(LRRC3B)
ENSTGUG00000002213	100219153	Taeniopygia guttata	polycystin 2, transient receptor potential cation channel(PKD2)
ENSTGUG00000003541	100226152	Taeniopygia guttata	BUD23 rRNA methyltransferase and ribosome maturation factor(BUD23)
ENSTGUG00000002212	100190089	Taeniopygia guttata	phosphopantothenoylcysteine synthetase(PPCS)
ENSTGUG00000003542	100227384	Taeniopygia guttata	3-oxoacyl-ACP synthase, mitochondrial(OXSM)
ENSTGUG00000002215	100220403	Taeniopygia guttata	copper metabolism domain containing 1(COMMD1)
ENSTGUG00000004878	115495250	Taeniopygia guttata	diacylglycerol kinase delta(LOC115495250)
ENSTGUG00000002214	105758743	Taeniopygia guttata	coiled-coil domain containing 30(CCDC30)
ENSTGUG00000004879	100229268	Taeniopygia guttata	alpha kinase 3(ALPK3)
ENSTGUG00000003548	100227228	Taeniopygia guttata	BICD cargo adaptor 2(BICD2)
ENSTGUG00000004876	100224183	Taeniopygia guttata	katanin regulatory subunit B1(KATNB1)
ENSTGUG00000003545	100219712	Taeniopygia guttata	solute carrier family 4 member 7(SLC4A7)
ENSTGUG00000003546	101233004	Taeniopygia guttata	phosphofructokinase, muscle(PFKM)
ENSTGUG00000004881	100221243	Taeniopygia guttata	fibroblast growth factor receptor 1(FGFR1)
ENSTGUG00000004882	100219782	Taeniopygia guttata	bridging integrator 1(BIN1)
ENSTGUG00000002220	100218819	Taeniopygia guttata	StAR related lipid transfer domain containing 3(STARD3)
ENSTGUG00000004880	100223948	Taeniopygia guttata	elastin microfibril interfacer 3(EMILIN3)
ENSTGUG00000016854	100222934	Taeniopygia guttata	cytohesin 1 interacting protein(CYTIP)
ENSTGUG00000002208	100221907	Taeniopygia guttata	pre-mRNA processing factor 4B(PRPF4B)
ENSTGUG00000002207	100219414	Taeniopygia guttata	complement C6(C6)
ENSTGUG00000004869	100232314	Taeniopygia guttata	bone morphogenetic protein 15(BMP15)
ENSTGUG00000003538	100217705	Taeniopygia guttata	antigen-presenting glycoprotein CD1d(LOC100217705)
ENSTGUG00000003538	100232116	Taeniopygia guttata	T-cell surface glycoprotein CD1b-3-like(LOC100232116)
ENSTGUG00000002209	100221666	Taeniopygia guttata	cyclin dependent kinase 12(CDK12)
ENSTGUG00000003539	115497725	Taeniopygia guttata	VPS37D subunit of ESCRT-I(VPS37D)
ENSTGUG00000002200	100221984	Taeniopygia guttata	ATP binding cassette subfamily G member 2 (JR blood group)(ABCG2)
ENSTGUG00000004863	100223151	Taeniopygia guttata	lipase member M-like(LOC100223151)
ENSTGUG00000003532	100189933	Taeniopygia guttata	sucrase-isomaltase, intestinal(LOC100189933)
ENSTGUG00000003533	100230889	Taeniopygia guttata	ubiquitination factor E4B(UBE4B)
ENSTGUG00000002202	100229554	Taeniopygia guttata	PX domain containing 1(PXDC1)
ENSTGUG00000004861	100218967	Taeniopygia guttata	transmembrane protein 132C(TMEM132C)
ENSTGUG00000002201	100222572	Taeniopygia guttata	solute carrier family 2 member 1(SLC2A1)
ENSTGUG00000004862	100224166	Taeniopygia guttata	leucine zipper and EF-hand containing transmembrane protein 2(LETM2)
ENSTGUG00000003531	100223195	Taeniopygia guttata	transmembrane protein 266(TMEM266)
ENSTGUG00000002204	100224789	Taeniopygia guttata	cell division cycle 123(CDC123)
ENSTGUG00000004867	100228306	Taeniopygia guttata	suppressor of cytokine signaling 1(SOCS1)
ENSTGUG00000002203	100228136	Taeniopygia guttata	minichromosome maintenance 8 homologous recombination repair factor(MCM8)
ENSTGUG00000004868	100231984	Taeniopygia guttata	reticulocalbin 1(RCN1)
ENSTGUG00000003537	105758986	Taeniopygia guttata	membrane anchored junction protein(MAJIN)
ENSTGUG00000002206	100223014	Taeniopygia guttata	ATPase phospholipid transporting 11C(ATP11C)
ENSTGUG00000002205	100224593	Taeniopygia guttata	mediator complex subunit 1(MED1)
ENSTGUG00000003540	100227353	Taeniopygia guttata	ubinuclein 1(UBN1)
ENSTGUG00000016844	100225145	Taeniopygia guttata	class II histocompatibility antigen, B-L beta chain(LOC100225145)
ENSTGUG00000016882	101232979	Taeniopygia guttata	olfactory receptor 14A16-like(LOC101232979)
ENSTGUG00000002233	100231638	Taeniopygia guttata	secreted phosphoprotein 1(SPP1)
ENSTGUG00000004896	100217808	Taeniopygia guttata	multifunctional ROCO family signaling regulator 1(MFHAS1)
ENSTGUG00000003565	100223523	Taeniopygia guttata	thrombospondin 4(THBS4)
ENSTGUG00000002232	100223341	Taeniopygia guttata	WD repeat containing planar cell polarity effector(WDPCP)
ENSTGUG00000004894	100227373	Taeniopygia guttata	transglutaminase 4(TGM4)
ENSTGUG00000003563	751953	Taeniopygia guttata	glutamate ionotropic receptor AMPA type subunit 3(GRIA3)
ENSTGUG00000002234	100228437	Taeniopygia guttata	phenylethanolamine N-methyltransferase(PNMT)
ENSTGUG00000004895	100227441	Taeniopygia guttata	tetratricopeptide repeat domain 3(TTC3)
ENSTGUG00000003569	100229884	Taeniopygia guttata	ISL LIM homeobox 2(ISL2)
ENSTGUG00000002236	100225727	Taeniopygia guttata	integrin binding sialoprotein(IBSP)
ENSTGUG00000004898	100230265	Taeniopygia guttata	exoribonuclease 1(ERI1)
ENSTGUG00000003568	100190228	Taeniopygia guttata	pyrroline-5-carboxylate reductase 1(PYCR1)
ENSTGUG00000014219	100190530	Taeniopygia guttata	peptidylprolyl isomerase B(PPIB)
ENSTGUG00000002240	100224855	Taeniopygia guttata	coiled-coil domain containing 3(CCDC3)
ENSTGUG00000003572	100222548	Taeniopygia guttata	RNA binding motif single stranded interacting protein 3(RBMS3)
ENSTGUG00000003573	100224189	Taeniopygia guttata	S-phase cyclin A associated protein in the ER(SCAPER)
ENSTGUG00000002242	100232115	Taeniopygia guttata	SPARC like 1(SPARCL1)
ENSTGUG00000003570	100226246	Taeniopygia guttata	endoglin(ENG)
ENSTGUG00000002241	100222686	Taeniopygia guttata	retinol dehydrogenase 8(LOC100222686)
ENSTGUG00000003571	100226419	Taeniopygia guttata	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)
ENSTGUG00000016874	115493074	Taeniopygia guttata	hydroperoxide isomerase ALOXE3(LOC115493074)
ENSTGUG00000015546	100229808	Taeniopygia guttata	calcium voltage-gated channel auxiliary subunit beta 3(CACNB3)
ENSTGUG00000002229	100226133	Taeniopygia guttata	3-oxoacid CoA-transferase 1(OXCT1)
ENSTGUG00000004885	100231195	Taeniopygia guttata	glycine decarboxylase(GLDC)
ENSTGUG00000003554	100232134	Taeniopygia guttata	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4(ST6GALNAC4)
ENSTGUG00000004886	100227201	Taeniopygia guttata	protein kinase kin1-like(LOC100227201)
ENSTGUG00000003555	100223293	Taeniopygia guttata	syntaxin 1A(STX1A)
ENSTGUG00000004884	100226446	Taeniopygia guttata	sodium/nucleoside cotransporter 1(LOC100226446)
ENSTGUG00000003553	100221195	Taeniopygia guttata	DNA polymerase delta 2, accessory subunit(POLD2)
ENSTGUG00000002226	100190635	Taeniopygia guttata	transmembrane protein 17(TMEM17)
ENSTGUG00000003558	100220622	Taeniopygia guttata	myopalladin(MYPN)
ENSTGUG00000003559	100190351	Taeniopygia guttata	adenylate kinase 1(AK1)
ENSTGUG00000002228	100227159	Taeniopygia guttata	EH domain binding protein 1(EHBP1)
ENSTGUG00000004887	100223360	Taeniopygia guttata	RAD51 paralog D(RAD51D)
ENSTGUG00000003556	100229211	Taeniopygia guttata	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)
ENSTGUG00000002227	100231900	Taeniopygia guttata	phosphatidylinositol specific phospholipase C X domain containing 3(PLCXD3)
ENSTGUG00000004888	100229788	Taeniopygia guttata	RAD54 like 2(RAD54L2)
ENSTGUG00000004892	100221023	Taeniopygia guttata	ribophorin II(RPN2)
ENSTGUG00000004893	100225478	Taeniopygia guttata	thioredoxin domain containing 11(TXNDC11)
ENSTGUG00000002231	100222570	Taeniopygia guttata	exosome component 10(EXOSC10)
ENSTGUG00000002230	100219061	Taeniopygia guttata	enoyl-CoA delta isomerase 2(ECI2)
ENSTGUG00000015572	121468240	Taeniopygia guttata	homeobox C8(HOXC8)
ENSTGUG00000002254	100219094	Taeniopygia guttata	minichromosome maintenance 10 replication initiation factor(MCM10)
ENSTGUG00000003588	100223048	Taeniopygia guttata	notum, palmitoleoyl-protein carboxylesterase(NOTUM)
ENSTGUG00000002257	100221555	Taeniopygia guttata	angiopoietin like 7(ANGPTL7)
ENSTGUG00000003585	100217712	Taeniopygia guttata	solute carrier family 39 member 8(SLC39A8)
ENSTGUG00000002256	115490967	Taeniopygia guttata	RAB7A interacting MON1-CCZ1 complex subunit 1(RIMOC1)
ENSTGUG00000003586	100217743	Taeniopygia guttata	phenazine biosynthesis like protein domain containing(PBLD)
ENSTGUG00000002258	100223943	Taeniopygia guttata	ribonuclease P/MRP subunit p40(RPP40)
ENSTGUG00000003590	100220619	Taeniopygia guttata	transforming growth factor beta receptor 2(TGFBR2)
ENSTGUG00000002260	100229546	Taeniopygia guttata	estradiol 17-beta-dehydrogenase 11(LOC100229546)
ENSTGUG00000002260	101232972	Taeniopygia guttata	estradiol 17-beta-dehydrogenase 11(LOC101232972)
ENSTGUG00000002262	100220386	Taeniopygia guttata	F-box protein 4(FBXO4)
ENSTGUG00000003594	100229656	Taeniopygia guttata	growth differentiation factor 5(GDF5)
ENSTGUG00000002261	100226550	Taeniopygia guttata	proteasome 26S subunit, non-ATPase 3(PSMD3)
ENSTGUG00000003595	100221542	Taeniopygia guttata	nuclear factor kappa B subunit 1(NFKB1)
ENSTGUG00000003593	100217740	Taeniopygia guttata	glutamate decarboxylase like 1(GADL1)
ENSTGUG00000016898	100219036	Taeniopygia guttata	FAU ubiquitin like and ribosomal protein S30 fusion(FAU)
ENSTGUG00000015563	100228671	Taeniopygia guttata	GATA zinc finger domain containing 2B(GATAD2B)
ENSTGUG00000002244	100190381	Taeniopygia guttata	malate dehydrogenase 1(MDH1)
ENSTGUG00000002243	100219034	Taeniopygia guttata	optineurin(OPTN)
ENSTGUG00000002246	100226825	Taeniopygia guttata	chromodomain Y like(CDYL)
ENSTGUG00000003574	100223549	Taeniopygia guttata	NUBP iron-sulfur cluster assembly factor 2, cytosolic(NUBP2)
ENSTGUG00000002245	100217891	Taeniopygia guttata	IKAROS family zinc finger 3(IKZF3)
ENSTGUG00000003575	100221423	Taeniopygia guttata	FYVE, RhoGEF and PH domain containing 3(FGD3)
ENSTGUG00000003578	100223385	Taeniopygia guttata	folylpolyglutamate synthase(FPGS)
ENSTGUG00000002249	100230616	Taeniopygia guttata	nudix hydrolase 9(NUDT9)
ENSTGUG00000003579	101233743	Taeniopygia guttata	B cell scaffold protein with ankyrin repeats 1(BANK1)
ENSTGUG00000003580	101232850	Taeniopygia guttata	centrosomal protein 250(CEP250)
ENSTGUG00000003583	100223100	Taeniopygia guttata	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(AGAP1)
ENSTGUG00000002250	100219800	Taeniopygia guttata	zona pellucida binding protein 2(ZPBP2)
ENSTGUG00000002253	100232693	Taeniopygia guttata	cleavage stimulation factor subunit 2(CSTF2)
ENSTGUG00000002252	100217557	Taeniopygia guttata	UDP-glucose pyrophosphorylase 2(UGP2)
ENSTGUG00000003582	100190075	Taeniopygia guttata	jumonji domain containing 8(JMJD8)
ENSTGUG00000016884	115498009	Taeniopygia guttata	ER membrane protein complex subunit 1(EMC1)
ENSTGUG00000015553	100221508	Taeniopygia guttata	pescadillo ribosomal biogenesis factor 1(PES1)
ENSTGUG00000015557	100227874	Taeniopygia guttata	dysferlin(DYSF)
ENSTGUG00000015593	115498130	Taeniopygia guttata	KAT8 regulatory NSL complex subunit 3(KANSL3)
